acousticness,age,artist_popularity,danceability,duration_ms,energy,followers,genre_popularity,id,instrumentalness,key,length,loudness,mode,name,tempo,time_signature,track_popularity,valence
0.1444,3916.28,65.0,0.5564,238957.8,0.7492,38116,99.74,37i9dQZF1DX5joH2aOAS4r,0.0009,5.125,40,-7.6551,0.7,This Is Take That,119.8536,3.975,38.38,0.5214
0.2646,641.42,77.58,0.6305,226858.4667,0.68,107731,82.16,37i9dQZF1DX9AFOBBZSMWw,0.0002,5.2444,45,-6.8861,0.6,This Is: Stormzy,120.2724,4.0444,49.91,0.526
0.2498,8249.12,63.85,0.583,249677.1951,0.6689,43949,96.58,37i9dQZF1DX4UK2Qu9x6KC,0.0195,5.1707,41,-9.5196,0.6829,This Is Tina Turner,121.6063,3.878,37.61,0.6267
0.8519,9655.16,68.26,0.3823,202090.614,0.2543,44024,94.13,37i9dQZF1DX4c84KflUhSt,0.0017,4.8947,57,-12.3489,0.6842,This is: Tony Bennett,107.158,3.7544,37.89,0.2511
0.2052,2268.46,54.86,0.5766,329783.0,0.6228,15776,86.63,37i9dQZF1DX4cEqBpR9k1C,0.53,5.5429,35,-10.1528,0.4857,This Is Trentemøller,124.7951,3.8571,32.26,0.2868
0.1213,7317.11,80.1,0.4817,269254.5052,0.6455,279495,99.37,37i9dQZF1DX8kI525v95Yu,0.0903,5.1443,97,-9.6557,0.7423,This Is: U2,125.1192,3.9794,47.85,0.4089
0.4574,12179.12,74.0,0.5473,312294.96,0.5034,63679,99.36,37i9dQZF1DWUHyTgDVMaG1,0.0162,5.1,50,-10.0937,0.8,This Is Van Morrison,121.955,3.86,44.98,0.5756
0.0008,2359.94,74.0,0.4352,245006.0588,0.9119,83804,97.86,37i9dQZF1DWYrXu9rm1zUZ,0.0537,3.6471,34,-4.6163,0.8235,This Is: Volbeat,113.65,3.9706,48.82,0.451
0.1577,2051.89,65.62,0.7094,196864.3111,0.8426,11527,90.41,37i9dQZF1DXbW9wx2hgf03,0.0271,5.4,45,-5.3601,0.5556,This is: Wiley,134.5966,4.0222,30.29,0.7246
0.1111,7945.81,52.59,0.4629,278142.3281,0.7877,9825,96.91,37i9dQZF1DX7mMRxgkst0Y,0.2765,5.5781,64,-9.2238,0.7656,This Is: The Fall,131.7148,4.0,20.91,0.5631
0.1586,5672.95,48.58,0.473,276171.8167,0.6881,21332,88.72,37i9dQZF1DWY3pbjsJ6MxA,0.2877,4.05,60,-9.5718,0.8,Best of John Peel Sessions,123.0722,3.9,16.57,0.5122
0.5492,1674.03,73.8,0.6281,232179.0333,0.4502,130236,94.5,37i9dQZF1DWSp9aN7lDNHp,0.4037,5.0333,30,-11.9607,0.5333,This Is: The xx,119.4033,4.0,60.03,0.275
0.3576,12009.43,35.91,0.4137,283815.1304,0.4804,3976,88.41,37i9dQZF1DX4n3DaGTtM0p,0.5467,6.9565,23,-11.0969,0.4348,This Is: David Axelrod,118.6166,3.913,24.74,0.3892
0.0386,167.13,47.14,0.5111,213776.0714,0.7887,269324,81.57,37i9dQZF1DWT2jS7NwYPVI,0.0469,6.0,98,-5.2993,0.5306,New Noise,129.008,3.9694,47.38,0.4731
0.0752,222.96,60.59,0.5699,212225.9,0.7647,680369,91.64,37i9dQZF1DX82GYcclJ3Ug,0.0336,4.9,90,-5.2979,0.6,Digging Now,126.4046,3.9889,55.53,0.4957
0.0242,5964.78,74.5,0.4865,247698.44,0.8049,962431,99.06,37i9dQZF1DX49jUV2NfGku,0.0649,5.74,50,-5.8405,0.6,Rock Solid,125.3978,3.94,67.94,0.4537
0.0531,455.93,68.46,0.5056,227994.54,0.8026,68601,94.67,37i9dQZF1DX1Jg9KZ76Rr9,0.0396,5.21,100,-5.2893,0.6,Rock This: Best of 2017,128.0317,3.95,61.73,0.4763
0.0493,8609.96,73.3,0.5538,226241.8929,0.8371,262170,98.95,37i9dQZF1DX8FwnYE6PRvL,0.0594,6.0357,112,-6.4619,0.6429,Rock Party,126.4536,3.9821,64.14,0.6355
0.1794,15010.72,72.29,0.5193,268896.4615,0.7046,3538237,99.27,37i9dQZF1DWXRqgorJj26U,0.0518,5.2231,130,-8.9446,0.7462,Rock Classics,124.082,3.9538,61.08,0.6053
0.2279,2093.69,63.45,0.5189,242978.717,0.6085,343473,94.26,37i9dQZF1DX6mvEU1S6INL,0.0838,5.5094,106,-7.6759,0.6604,You & Me,124.8985,3.8302,44.07,0.3449
0.1531,8274.62,71.0,0.7284,211543.3824,0.7686,53462,99.87,37i9dQZF1DX46YR1jKxz8o,0.0795,4.5,34,-9.6024,0.6471,This Is: Beastie Boys,111.9331,3.8824,48.15,0.6219
0.0275,841.41,55.99,0.5535,218799.9384,0.8423,215510,93.01,37i9dQZF1DX2SK4ytI2KAZ,0.027,4.7671,146,-4.8743,0.8425,It's ALT Good!,120.8129,3.9589,42.88,0.521
0.0143,268.62,50.75,0.4743,212913.4174,0.8799,285071,84.17,37i9dQZF1DWZkHEX2YHpDV,0.0375,5.3826,115,-4.5332,0.6174,The Scene,130.8937,3.9739,42.94,0.4046
0.0068,321.55,57.12,0.4596,223327.5068,0.9044,385338,89.27,37i9dQZF1DWWJOmJ7nRx0C,0.0316,5.4521,146,-4.5231,0.5274,Rock Hard,134.0873,3.9315,47.78,0.4032
0.0455,636.59,40.88,0.464,237485.7647,0.8683,32167,48.84,37i9dQZF1DXbR32Ldau7WM,0.0845,5.5098,51,-3.9667,0.7255,Big In Japan,131.0359,4.0,35.08,0.4666
0.3588,3838.81,60.67,0.5019,242651.1754,0.4443,18890,97.19,37i9dQZF1DXdXKIWnpyigm,0.0523,6.9298,57,-10.1805,0.8421,This Is: Ryan Adams,120.0574,3.8947,35.47,0.4101
0.2992,3650.11,75.0,0.4937,211898.3286,0.7139,57129,99.36,37i9dQZF1DX2rBR3X9E86S,0.1263,5.4,70,-6.598,0.5714,This Is: The Black Keys,118.5553,3.9857,37.46,0.5386
0.1381,7053.52,70.0,0.5502,236270.98,0.6397,145626,99.36,37i9dQZF1DWUlZhYdX0uqM,0.0099,4.76,50,-8.0637,0.8,This Is: Tom Petty,119.7803,3.98,50.66,0.6187
0.1562,8241.46,79.11,0.4186,212411.7593,0.7693,266762,97.98,37i9dQZF1DX82CY3GzF2m6,0.1518,5.3704,54,-8.4911,0.6667,This Is: Nirvana,129.6997,3.9815,48.72,0.4131
0.0784,13076.53,68.0,0.4775,143652.6471,0.856,46719,99.36,37i9dQZF1DWWc7UGhP4Mpw,0.0819,6.0588,34,-5.9353,0.9118,This Is: Ramones,161.9624,3.9706,25.56,0.7464
0.0511,5452.89,82.0,0.4421,220939.9844,0.8389,244615,99.36,37i9dQZF1DWVPJN9etkrEa,0.0316,5.6094,64,-4.7125,0.8438,This Is: Green Day,133.0798,3.9844,56.55,0.6226
0.0025,8806.84,83.0,0.4059,353777.1304,0.9002,444999,99.36,37i9dQZF1DXbj9Ksq4BAdj,0.1733,6.1014,69,-5.802,0.5797,This Is: Metallica,129.2154,3.9855,22.61,0.3992
0.0929,6704.65,60.0,0.4209,276416.1667,0.7951,8569,99.36,37i9dQZF1DXcGV9sg8bMdx,0.0853,6.3182,66,-7.4787,0.7576,This Is: Jane's Addiction,117.7726,3.9848,33.39,0.3632
0.0806,7062.74,81.0,0.3496,304082.7,0.8078,224635,99.36,37i9dQZF1DWXupFIUw7TOC,0.0336,4.72,50,-4.0801,0.72,This Is Oasis,121.9831,4.0,25.5,0.2961
0.1905,12233.06,69.82,0.5015,234393.8769,0.835,51780,99.18,37i9dQZF1DX5L9gRaHajqj,0.0358,4.7846,65,-6.9049,0.7692,This Is: Kiss,128.0567,3.9692,23.06,0.4997
0.0267,524.48,51.23,0.4563,209312.5887,0.8378,199605,74.16,37i9dQZF1DXcDnIr0iKAG8,0.0754,5.3306,124,-4.7737,0.629,Rock Save the Queen,132.2678,3.9677,36.81,0.4756
0.08,1481.99,53.82,0.4849,214339.042,0.7711,200244,91.79,37i9dQZF1DWY6vTWIdZ54A,0.0705,4.605,119,-5.5143,0.5966,Dirty Rock,122.0994,3.916,40.36,0.4847
0.0054,2540.95,65.88,0.4815,224831.5904,0.9255,250679,95.78,37i9dQZF1DX5OUjSS1OMgV,0.0425,5.6265,83,-4.3496,0.5542,One More Rep,128.2481,3.9518,50.64,0.4828
0.0624,8037.06,65.38,0.4673,251271.8981,0.7468,1256188,98.52,37i9dQZF1DWZn9s1LNKPiM,0.0856,5.414,157,-7.6621,0.758,90s Rock Renaissance,125.5091,3.8917,55.42,0.5061
0.0998,2662.28,64.8,0.6327,222517.7692,0.7619,614769,89.12,37i9dQZF1DX6ALfRKlHn1t,0.0315,5.3462,130,-5.9696,0.6846,Soak Up The Sun,120.425,3.9846,53.88,0.6533
0.1875,958.69,59.14,0.5201,231505.106,0.6705,181182,92.15,37i9dQZF1DXa9xHlDa5fc6,0.0885,5.2252,151,-6.8082,0.6093,License To Chill,121.306,3.9669,43.97,0.4014
0.0984,501.85,55.31,0.523,221469.5524,0.7441,237314,90.71,37i9dQZF1DX2aneNMeYHQ8,0.0607,5.2378,143,-5.9216,0.6783,Rockin' Vibes,124.6243,3.9231,40.1,0.5037
0.1893,2868.93,66.77,0.4428,253628.2571,0.6333,131575,95.9,37i9dQZF1DWXs1L3AC0Xio,0.0426,5.0143,70,-6.6477,0.6429,Rock Ballads,124.6214,3.8286,48.14,0.2975
0.0283,454.29,51.0,0.4946,217529.4295,0.807,310404,79.92,37i9dQZF1DXa6YOhGMjjgx,0.0853,5.3826,149,-5.0293,0.6577,Totally Alternative,129.1059,3.9597,44.17,0.4436
0.0069,5530.51,63.7,0.4918,226672.0423,0.885,367992,97.49,37i9dQZF1DXcfZ6moR6J0G,0.0312,5.5704,142,-4.6925,0.6549,Nu Metal,125.669,3.9859,54.35,0.4663
0.1244,590.63,58.37,0.5914,223452.703,0.7143,62613,93.63,37i9dQZF1DWXMg4uP5o3dm,0.0727,5.703,101,-6.214,0.5842,Alternative Beats,113.7268,4.0,44.23,0.433
0.1527,4619.98,67.03,0.4695,233722.604,0.7492,36642,94.82,37i9dQZF1DX2S9rTKTX6JP,0.0574,5.8317,101,-6.2772,0.6238,Take Note of These Covers,124.1422,3.9307,44.61,0.4667
0.0901,2066.48,35.08,0.3263,271223.8,0.6584,95006,67.07,37i9dQZF1DX6ujZpAN0v9r,0.6726,5.02,50,-8.2722,0.68,Dreamy & Distorted,132.9592,3.78,34.76,0.2551
0.0099,2622.1,66.83,0.4826,218728.5632,0.8965,417642,97.16,37i9dQZF1DX0wiundViT27,0.0364,6.046,87,-4.5326,0.6092,Rock Me UP!,139.5622,3.977,52.7,0.5177
0.0209,2795.19,45.85,0.3723,226145.7308,0.8626,46030,89.17,37i9dQZF1DX9Mqxt6NLTDY,0.2089,5.1282,78,-5.3649,0.5385,All Things Post,132.9081,3.8846,35.73,0.3439
0.0437,4728.93,53.42,0.4459,218363.375,0.8436,396629,95.62,37i9dQZF1DX9wa6XirBPv8,0.0063,5.7019,104,-4.8859,0.6635,Emo Forever,137.779,3.9423,44.7,0.4532
0.006,6302.14,34.37,0.3616,170350.6508,0.9366,38429,84.38,37i9dQZF1DXaGNG7NmtmZv,0.1325,5.9365,63,-5.5503,0.8571,Classic Hardcore,122.887,3.9841,29.3,0.3932
0.0265,2824.78,69.28,0.5116,231362.0976,0.8407,197857,97.59,37i9dQZF1DWZjmJmeiazwd,0.0387,5.3122,205,-5.0421,0.5902,Rock Gaming,126.2404,3.961,56.14,0.4904
0.1625,130.45,57.68,0.5798,196023.2075,0.7444,492786,81.62,37i9dQZF1DX8S0uQvJ4gaa,0.0005,6.0,53,-5.3934,0.8302,New Boots,119.2069,3.9434,59.36,0.5508
0.1759,154.02,57.06,0.5821,198186.8519,0.7301,687059,81.06,37i9dQZF1DX5mB2C8gBeUM,0.0004,5.6481,54,-5.2611,0.8148,Wild Country,121.0783,3.963,56.93,0.55
0.1304,1146.78,75.53,0.5708,213610.098,0.7798,1038737,95.71,37i9dQZF1DWYnwbYQ5HnZU,0.0073,5.7647,51,-5.088,0.902,Country Gold,125.6957,4.0,54.1,0.5976
0.126,410.39,50.59,0.5346,229155.2353,0.7061,231088,76.11,37i9dQZF1DX3Ee0ngF5ZVQ,0.0018,5.6275,51,-5.7111,0.8431,Texas Music Now,127.3056,3.9608,48.47,0.4807
0.6386,975.48,56.67,0.5532,229727.1481,0.3523,316715,91.69,37i9dQZF1DWYiR2Uqcon0X,0.004,5.8148,54,-10.0364,1.0,Country Coffeehouse,115.0821,3.8704,50.94,0.3156
0.0886,332.94,45.57,0.5483,199031.2353,0.8223,49335,76.46,37i9dQZF1DWW7RgkOJG32Y,0.0037,5.0588,51,-5.0141,0.9216,Canadian Country,125.9861,3.9608,39.18,0.5764
0.219,829.33,73.69,0.5751,202465.3148,0.6713,605403,93.85,37i9dQZF1DX8WMG8VPSOJC,0.0013,6.4444,54,-5.9568,0.9444,Country Kind of Love,118.4723,3.9444,60.39,0.5128
0.1551,924.96,75.0,0.5958,205438.5686,0.7313,355147,94.14,37i9dQZF1DWXi7h4mmmkzD,0.0047,6.6863,51,-5.5195,0.902,Country Nights,122.0277,3.9608,55.29,0.5977
0.1479,1128.17,74.3,0.5901,210656.2778,0.7398,1110683,94.86,37i9dQZF1DWTkxQvqMy4WW,0.0059,6.2778,54,-5.5119,0.963,Chillin' on a Dirt Road,123.3674,3.9815,60.54,0.6292
0.3126,2133.24,66.35,0.5056,229155.451,0.5936,128482,94.32,37i9dQZF1DWU2LcZVHsTdv,0.0001,4.6667,51,-6.4679,1.0,Country by the Grace of God,118.8166,3.9608,43.49,0.3636
0.5185,6484.13,59.01,0.624,185230.2824,0.4017,21855,88.54,37i9dQZF1DWU1xHgjMaSpW,0.0297,4.5765,85,-12.1665,1.0,This Is: Merle Haggard,116.6269,3.8941,24.58,0.5824
0.6262,10714.64,76.72,0.6132,176340.4868,0.4781,138316,77.57,37i9dQZF1DX1kw8OX1mNoI,0.0133,5.5526,76,-10.8753,0.8289,This Is:  Johnny Cash,110.0857,3.8947,46.2,0.6502
0.6221,12883.95,77.0,0.6272,169950.894,0.488,22416,77.88,64FJj5HaUHR6KrKSsU8KPx,0.0197,5.9205,151,-11.5854,0.9073,From Beginning To End:  Johnny Cash,112.2622,3.9205,32.15,0.7074
0.313,7591.0,54.98,0.6401,202030.9661,0.6264,298677,94.52,37i9dQZF1DWVpjAJGB70vU,0.0068,5.0847,59,-8.7257,0.9831,Country Icon,123.5333,3.9492,53.27,0.6761
0.2388,509.76,62.48,0.5763,221996.9259,0.6594,146327,95.34,37i9dQZF1DX24Kh15JFQJ0,0.0017,5.6111,54,-6.5425,0.8519,New Traditions: Country Heroes,121.2182,3.9444,43.3,0.4971
0.1846,6281.06,51.2,0.5426,258558.1176,0.725,154786,90.3,37i9dQZF1DXbDjX0hus3Iu,0.0427,4.9412,51,-7.2235,0.8235,It's a Southern Thing,120.9052,3.9216,45.86,0.6392
0.0947,1088.9,55.98,0.6578,229856.1569,0.7819,104107,80.87,37i9dQZF1DXc0fQ4sGOnVJ,0.0184,6.2745,51,-5.5515,0.7255,Field Party,128.5171,4.0,40.76,0.5821
0.7486,7935.56,37.96,0.6105,157762.68,0.3828,1811,77.22,0NfjMqrzcGKVsbYZmhf4Md,0.0084,5.04,50,-11.1149,0.98,Classic Honky Tonk,123.4619,3.94,22.84,0.7356
0.0853,392.04,58.94,0.5632,224427.6667,0.7605,112803,90.56,37i9dQZF1DWWH0izG4erma,0.0277,5.2941,51,-5.7129,0.8235,country ROCKS!!,126.6279,3.9412,48.63,0.604
0.1399,185.73,85.18,0.7138,219910.6833,0.6297,1405751,97.35,37i9dQZF1DX2A29LI7xHn1,0.0127,4.9333,60,-6.4984,0.5167,Signed XOXO,127.215,4.0333,71.95,0.4728
0.1447,55.51,71.47,0.7938,187067.28,0.5926,1580148,97.53,37i9dQZF1DX2RxBh64BHjQ,0.0008,5.47,100,-6.9992,0.61,Most Necessary,129.8949,4.01,61.95,0.4403
0.1227,6482.62,71.96,0.8005,256256.52,0.6968,1602635,99.55,37i9dQZF1DWVA1Gq4XHa6U,0.003,5.64,50,-7.0011,0.46,Gold School,105.0005,4.0,59.58,0.677
0.0959,362.12,83.45,0.7784,214995.77,0.6115,3630410,99.62,37i9dQZF1DWY4xHQp97fN6,0.0012,5.29,100,-6.7147,0.57,Get Turnt,130.8653,4.02,74.86,0.3961
0.2667,279.94,74.28,0.6631,221825.1,0.5431,1324487,95.4,37i9dQZF1DWX3387IZmjNa,0.0063,5.16,50,-7.7797,0.6,"Love, Sex, & Water",118.0041,3.84,64.32,0.3925
0.2484,374.91,60.17,0.7734,221577.71,0.6652,248135,56.67,37i9dQZF1DWYkaDif7Ztbp,0.007,4.89,100,-6.1445,0.49,African Heat,116.5302,4.04,52.48,0.7037
0.262,1465.52,66.02,0.6523,226672.36,0.6189,390875,98.73,37i9dQZF1DX5hR0J49CmXC,0.003,5.58,50,-8.0649,0.54,Mind Right,113.953,3.92,52.96,0.4887
0.1518,1224.01,63.45,0.6913,204485.798,0.7391,484635,77.08,37i9dQZF1DXan38dNVDdl4,0.0005,5.0909,99,-5.4497,0.5152,Dancehall Official,111.6702,4.1313,49.34,0.6643
0.1065,375.46,76.08,0.7515,214206.54,0.6067,434272,88.56,37i9dQZF1DWSvKsRPPnv5o,0.0015,4.08,50,-6.9559,0.54,Cali Fire,114.4812,4.0,59.38,0.413
0.1256,939.14,83.07,0.7366,218686.7619,0.6731,1976058,99.29,37i9dQZF1DWUVpAXiEPK8P,0.0008,5.0714,42,-5.8597,0.6429,Power Workout,126.4231,4.0476,67.0,0.458
0.111,134.61,80.05,0.794,203996.0,0.6144,368256,99.26,37i9dQZF1DX0Tkc6ltcBfU,0.0006,4.614,57,-6.7086,0.614,The Realest Down South,133.2703,4.0351,64.65,0.4602
0.1361,4293.86,70.92,0.6988,234036.52,0.746,170292,99.55,37i9dQZF1DX1YPTAhwehsC,0.0004,5.68,50,-5.3181,0.58,State of Mind,118.331,4.04,55.3,0.5523
0.2359,104.53,46.11,0.7082,213155.7067,0.6363,505392,93.14,37i9dQZF1DWTggY0yqBxES,0.008,5.72,75,-7.7202,0.4133,Alternative Hip Hop,110.8008,3.92,42.31,0.5245
0.0819,681.67,79.08,0.8306,195888.2222,0.6183,1273170,99.25,37i9dQZF1DX0HRj9P7NxeE,0.0001,4.9722,36,-6.635,0.6111,Workout Twerkout,126.3776,4.0,69.17,0.4702
0.2532,251.66,63.68,0.7665,205618.6,0.6855,270189,74.76,37i9dQZF1DWT6SJaitNDax,0.0018,5.66,50,-6.3942,0.3,We Everywhere,116.5963,4.0,57.7,0.678
0.5488,7726.51,57.27,0.5942,273545.0222,0.467,237704,93.01,37i9dQZF1DX2r0FByV5U4C,0.0374,6.2,45,-11.6134,0.5556,Black History Salute,106.8757,3.9111,42.29,0.4947
0.1239,408.38,81.4,0.7736,198927.58,0.6434,50621,97.27,37i9dQZF1DXaKctwWdt4be,0.0006,5.38,50,-6.6175,0.58,Behind The Lyrics: Hip Hop,130.6529,4.0,71.64,0.4431
0.2693,46.48,70.86,0.609,220493.66,0.5399,529728,96.84,37i9dQZF1DWUzFXarNiofw,0.0015,5.52,50,-7.5099,0.48,The Newness,116.1735,3.92,61.68,0.4085
0.1312,164.06,84.02,0.7007,212402.88,0.6065,1360645,97.89,37i9dQZF1DX4y8h9WqDPAE,0.0034,4.88,50,-6.6871,0.42,Channel X,117.1016,4.0,62.46,0.4584
0.1647,1467.59,85.95,0.6945,230227.6591,0.5632,966809,99.94,37i9dQZF1DWXnexX7CktaI,0.0002,5.1591,44,-6.9199,0.5227,Gold Edition,115.9283,3.9773,63.25,0.4605
0.4501,112.87,52.37,0.629,210135.3519,0.4235,689944,91.2,37i9dQZF1DWSfMe9z89s9B,0.0271,5.7222,54,-9.0024,0.463,Alternative R&B,117.522,3.9074,50.91,0.3535
0.2693,151.8,66.32,0.6126,220310.6,0.5355,1157715,96.17,37i9dQZF1DX2UgsUIg75Vg,0.0006,5.88,50,-7.503,0.26,Chilled R&B,111.603,3.86,61.84,0.4008
0.3837,5452.7,60.36,0.5973,284033.7,0.4514,1061338,98.37,37i9dQZF1DX2Ma8k80RiMN,0.0192,5.34,50,-9.9838,0.28,The Sweet Suite,107.4669,3.98,50.4,0.4062
0.2738,5454.39,60.45,0.61,287233.7755,0.5082,110370,98.64,37i9dQZF1DWY12BqhkMFW2,0.0109,4.9184,49,-8.7102,0.5918,Soul Revived,110.6834,3.9796,40.08,0.4591
0.2454,1277.72,65.8,0.6804,238280.56,0.5964,458105,97.34,37i9dQZF1DX62Nfha2yFhL,0.0251,5.38,50,-7.602,0.58,Soul Lounge,106.5413,3.94,53.52,0.5624
0.2771,8157.79,61.08,0.6645,303224.4583,0.4879,638110,98.69,37i9dQZF1DWVEvzGeX3eRs,0.0129,6.6458,48,-9.7207,0.375,'90s Baby Makers,118.4287,3.9583,52.92,0.5252
0.3865,4983.07,57.22,0.5728,290398.2222,0.5004,160176,96.58,37i9dQZF1DWTJNOeepZTGy,0.0102,6.0889,45,-9.2559,0.5111,Wine & Dine,104.9773,3.8222,45.47,0.4911
0.2255,1122.74,47.98,0.4813,311094.86,0.6941,350955,45.39,37i9dQZF1DX7OIddoQVdRt,0.0,5.12,50,-5.6947,0.76,Spread the Gospel,123.6075,3.82,43.64,0.4178
0.2139,9081.16,57.08,0.7561,294086.58,0.7138,444300,93.35,37i9dQZF1DX70TzPK5buVf,0.0653,5.76,50,-9.1105,0.6,Funk Outta Here,115.0958,4.0,43.3,0.8241
